,Brent,Shanghai,WTI
218,65.66999816894531,65.03713434620637,56.59000015258789
219,65.86000061035156,64.78982660143215,56.560001373291016
220,65.98999786376953,65.39826255122733,56.220001220703125
221,66.30000305175781,65.56497804391813,56.65999984741211
222,65.73999786376953,65.08690778330978,56.06999969482422
223,66.58000183105469,65.42570479036648,56.790000915527344
224,66.66999816894531,66.04713299314625,56.869998931884766
225,67.55000305175781,66.41719724598039,58.2599983215332
226,67.2300033569336,67.5057038928061,58.61000061035156
227,67.16000366210938,67.68818681006871,58.52000045776367
228,67.54000091552734,67.18507899195909,59.09000015258789
229,67.61000061035156,68.17740837223332,59.029998779296875
230,68.5,68.09715427476237,59.83000183105469
231,67.86000061035156,69.31994557149326,59.97999954223633
232,67.02999877929688,68.82445798234858,59.040000915527344
233,67.20999908447266,66.99319503818474,58.81999969482422
234,67.97000122070312,67.79560184451344,59.939998626708984
235,67.83000183105469,68.32769667002255,59.40999984741211
236,67.81999969482422,67.37831063733493,59.29999923706055
237,68.38999938964844,67.95684191009438,60.13999938964844
238,69.01000213623047,68.70706635696517,61.59000015258789
239,69.37000274658203,70.06929685897856,62.58000183105469
240,69.30999755859375,70.27251974851565,62.459999084472656
241,69.4000015258789,69.9853782457111,62.099998474121094
242,71.0999984741211,70.8809136781965,64.4000015258789
243,70.61000061035156,71.20945653389514,63.97999954223633
244,71.7300033569336,70.88573461967853,64.61000061035156
245,70.83000183105469,71.4923882934401,63.58000183105469
246,71.55000305175781,70.73007223140623,63.88999938964844
247,71.18000030517578,70.38429550246347,63.400001525878906
248,71.72000122070312,69.41276675605276,64.05000305175781
249,71.62000274658203,70.97091178335258,63.7599983215332
250,71.97000122070312,70.6723284922535,64.0
251,74.51000213623047,74.27890091681247,66.30000305175781
252,74.56999969482422,73.904447216247,65.88999938964844
253,74.3499984741211,75.2726562778805,65.20999908447266
254,72.1500015258789,73.86422888750204,63.29999923706055
255,72.04000091552734,71.75128000818634,63.5
256,72.80000305175781,72.44073499953892,63.90999984741211
257,71.23999786376953,70.096232359111,62.25
258,69.87999725341797,71.7369461736454,61.400001525878906
259,70.37000274658203,71.17768570998702,62.119998931884766
260,70.38999938964844,71.02624526599209,61.70000076293945
261,70.62000274658203,71.44217451995668,61.65999984741211
262,70.2300033569336,72.8114776926927,61.040000915527344
263,71.23999786376953,72.16495070320535,61.779998779296875
264,71.7699966430664,72.85924302819241,62.02000045776367
265,72.62000274658203,73.67058632759293,62.869998931884766
266,72.20999908447266,74.38832922574998,62.7599983215332
267,71.97000122070312,75.24177313367157,63.099998474121094
268,72.18000030517578,73.73431721312895,62.9900016784668
269,67.76000213623047,71.39340433940194,57.90999984741211
270,68.69000244140625,68.38410762751728,58.630001068115234
271,70.11000061035156,69.14399938552911,59.13999938964844
272,69.44999694824219,68.57622500480177,58.810001373291016
273,66.87000274658203,68.8662580023204,56.59000015258789
274,64.48999786376953,64.87559699828002,53.5
275,61.279998779296875,62.22389647534452,53.25
276,61.970001220703125,61.20704567856487,53.47999954223633
277,60.630001068115234,61.52910692769358,51.68000030517578
278,61.66999816894531,60.248113414364106,52.59000015258789
279,62.290000915527344,62.9342276698615,53.2599983215332
280,62.290000915527344,62.19246507699846,53.27000045776367
281,59.970001220703125,61.2120868947132,51.13999938964844
282,61.310001373291016,61.83405719825964,52.279998779296875
283,62.0099983215332,61.510228173270306,52.5099983215332
284,60.939998626708984,61.520687515928714,51.93000030517578
285,62.13999938964844,58.93225848210868,53.900001525878906
286,61.81999969482422,61.54470355170909,53.7599983215332
287,64.44999694824219,62.72907750622737,56.650001525878906
288,65.19999694824219,64.15122037185365,57.43000030517578
289,64.86000061035156,65.16327382604818,57.900001525878906
290,65.05000305175781,63.989761048837856,57.83000183105469
291,66.48999786376953,65.43292515282768,59.380001068115234
292,66.55000305175781,65.11026297544564,59.43000030517578
293,66.55000305175781,64.58330523411969,58.470001220703125
294,65.05999755859375,65.77529294809102,59.09000015258789
295,62.400001525878906,64.83914252000515,56.25
296,63.81999969482422,62.23806555109072,57.34000015258789
297,64.2300033569336,62.89115738672481,57.5099983215332
298,64.11000061035156,64.08321913159823,57.65999984741211
299,64.16000366210938,64.1340531061982,57.83000183105469
300,67.01000213623047,64.42808874987436,60.43000030517578
301,66.5199966430664,67.16917423533422,60.20000076293945
302,66.72000122070312,66.70354403451343,60.209999084472656
303,66.4800033569336,66.06296845588844,59.58000183105469
304,64.3499984741211,65.66912229695038,57.619998931884766
305,63.65999984741211,63.44450488048416,56.779998779296875
306,61.93000030517578,62.638227204778694,55.29999923706055
307,62.470001220703125,61.91217013003415,55.630001068115234
308,63.2599983215332,63.17303756231587,56.220001220703125
309,63.83000183105469,63.48745140126062,56.77000045776367
310,63.18000030517578,64.04198535013315,55.880001068115234
311,63.38999938964844,64.11991545100892,56.02000045776367
312,63.459999084472656,64.64287651128078,56.20000076293945
313,63.709999084472656,63.85391476565328,56.869998931884766
314,64.72000122070312,64.43329082266243,58.04999923706055
315,65.16999816894531,64.84978568790318,58.58000183105469
316,60.5,64.34320282946196,53.95000076293945
317,61.88999938964844,62.10675895832462,55.65999984741211
318,59.810001373291016,62.3991244975024,54.689998626708984
319,58.939998626708984,61.06643023555,53.630001068115234
320,56.22999954223633,59.65326841752654,51.09000015258789
321,57.380001068115234,58.57687115230837,52.540000915527344
322,58.529998779296875,58.5153947669825,54.5
323,58.56999969482422,59.18006028615361,54.93000030517578
324,61.29999923706055,59.230290011074985,57.099998474121094
325,59.47999954223633,61.36347310183597,55.22999954223633
326,58.22999954223633,60.14095565811573,54.470001220703125
327,58.63999938964844,60.44988466026304,54.869998931884766
328,59.7400016784668,61.34707824756813,56.209999084472656
329,60.029998779296875,61.19322604170232,56.34000015258789
330,60.29999923706055,60.40002372162911,55.68000030517578
331,59.91999816894531,60.276960832833815,55.349998474121094
332,59.34000015258789,60.30186419387541,54.16999816894531
333,58.70000076293945,59.492602182106374,53.63999938964844
334,59.5099983215332,58.990531651789304,54.93000030517578
335,60.4900016784668,59.66710551968287,55.779998779296875
336,61.08000183105469,60.151215400601046,56.709999084472656
337,60.43000030517578,61.52360165714196,55.099998474121094
338,58.2599983215332,59.9079625953799,53.939998626708984
339,60.70000076293945,59.891334856404455,56.2599983215332
340,60.95000076293945,61.44070661404914,56.29999923706055
341,61.540000915527344,62.019951923349545,56.52000045776367
342,62.59000015258789,63.31960730552048,57.849998474121094
343,62.380001068115234,64.02100844989654,57.400001525878906
344,60.810001373291016,64.40091627400143,55.75
